Catalog Numb.,University,Collector,No. of spec.,YE,MO,DA,Country col.,countryCode,stateProvince,lat,lon,District,Locality col.,Elevation,geodeticDatum,coordinate Uncertainty,identifiedBy,typeStatus,kingdom,phylum,class,order,family,subfamily,genus,specificEpithet,infraspecificEpithet,Full name,taxonRank,Authorship
UNZA:75260,University of Zambia,Mukampola R,1,1991,2,15,Zambia,ZM,Southern,-17.8908309,25.6137227,Livingstone,Tongabezi,916,WGS84,10531,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Delonix,andina,,Delonix andina,Species,De Wild
UNZA:75392,University of Zambia,Stjernstedt RJ,1,1990,1,29,Zambia,ZM,Southern,-15.7507123,27.7574374,Mazabuka,Lochinvar National Park,1105,WGS84,6831,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:75393,University of Zambia,Stjernstedt RJ,1,1990,1,29,Zambia,ZM,Southern,-15.7608007,27.7571283,Mazabuka,Lochinvar National Park,1105,WGS84,6831,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:75394,University of Zambia,Stjernstedt RJ,1,1990,1,29,Zambia,ZM,Southern,-15.77835,27.8960098,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,6831,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:76441,University of Zambia,I. Bruce-Miller,1,1990,1,25,Zambia,ZM,Southern,-15.5238526,27.8696467,Mazabuka,"South of Mazabuka, on Choma Road",1105,WGS84,2925,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:76442,University of Zambia,I. Bruce-Miller,1,1990,1,25,Zambia,ZM,Southern,-15.5327108,27.8173641,Mazabuka,"South of Mazabuka, on Choma Road",1105,WGS84,2925,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:76522,University of Zambia,Stjernstedt R,1,1990,1,26,Zambia,ZM,Southern,-15.68014,27.7954216,Mazabuka,South of Kafue River Bridge,1105,WGS84,2925,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:76523,University of Zambia,Stjernstedt R,1,1990,1,26,Zambia,ZM,Southern,-15.6897503,27.7562646,Mazabuka,South of Kafue River Bridge,1105,WGS84,2925,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:76524,University of Zambia,Stjernstedt R,1,1990,1,26,Zambia,ZM,Southern,-15.7507123,27.7574374,Mazabuka,Lochinvar National Park,1105,WGS84,2925,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:76974,University of Zambia,Merrett L; Merrett M,1,1991,7,6,Zambia,ZM,Southern,-17.5260944,25.8413581,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,4607,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Cymbopogon,sessiliflora,,Cymbopogon sessiliflora,Species,(Ruiz & Pav.) Mez
UNZA:77214,University of Zambia,Merrett Mike,1,1991,8,4,Zambia   ,ZM,Southern,-17.563668,25.294211,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,4607,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:77673,University of Zambia,Merrett M,1,1991,9,1,Zambia,ZM,Southern,-17.8192178,25.0253363,Livingstone Distr.,Senkobo,988,WGS84,4607,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:77918,University of Zambia,Ngwenyama T,1,1982,3,18,Zambia,ZM,Southern,-17.5834395,25.7827002,Livingstone,Turaco Farm,916,WGS84,5488,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:78043,University of Zambia,Merrett M,1,1991,9,1,Zambia   ,ZM,Southern,-17.8103945,25.7367422,Livingstone Distr.,Senkobo,988,WGS84,4607,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:78044,University of Zambia,Manda G,1,1991,9,22,Zambia,ZM,Western Prov.,"17° 37' 1.7"" S","25° 39' 6.8"" E",Sesheke,Zambezi Fishing Lodge,1164,WGS84,929,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Erythrophleum,nigra,,Erythrophleum nigra,Species,Davidse
UNZA:78185,University of Zambia,Merrett M,1,1991,9,27,Zambia   ,ZM,Southern,-17.8714453,25.3115491,Livingstone Distr.,Maramba River Lodge,988,WGS84,4607,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:78246,University of Zambia,Phiri S,1,1991,10,14,Zambia,ZM,Southern,-15.4878588,25.4307913,District of Namwala,M11 to Choma,1198,WGS84,1767,Bruce-Miller I,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,tamarindus,indica,,Tamarindus indica,Species,(Mez) M.A. Spencer & L.B. Sm.
UNZA:78279,University of Zambia,Merrett Mike,1,1991,9,28,Zambia   ,ZM,Southern,-17.7071268,25.6904464,Livingstone,Taita Falcon Lodge,916,WGS84,4607,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:7866,University of Zambia,Mwanawasa L,1,1979,7,17,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,35931,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:78763,University of Zambia,Merrett Mike,1,1991,9,30,Zambia,ZM,Southern,-17.8908309,25.6137227,Livingstone,Tongabezi,916,WGS84,4607,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:79710,University of Zambia,Merrett Mike,1,1991,12,14,Zambia,ZM,Southern,-17.7216042,25.062868,Livingstone,"Rapid 11, Zambezi River Gorge",916,WGS84,4607,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:80236,University of Zambia,Mukampola R,1,1991,2,16,Zambia,ZM,Southern,-15.7889854,27.7606741,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,9763,Mukampola Ruston,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:80237,University of Zambia,Mukampola R,1,1991,2,16,Zambia,ZM,Southern,-15.7946672,27.8800209,Mazabuka,Kafue Flats west of Lochinvar,1105,WGS84,9763,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:8141,University of Zambia,Franks B,1,1977,5,21,Zambia,ZM,Southern,-17.4747725,25.064963,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,922,Franks B,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,stolonifera,,Aristida stolonifera,Species,L.
UNZA:81789,University of Zambia,Phiri S,1,1991,4,24,Zambia,ZM,Southern,-15.2163016,25.5768524,District of Namwala,Namwala Forest Reserve,1198,WGS84,1593,Bingham Mike,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,perennans,,Aristida perennans,Species,(Walter) Tuck.
UNZA:81869,University of Zambia,Ngwenyama T,1,1982,3,18,Zambia,ZM,Southern,-17.5897122,25.5089283,Livingstone,Turaco Farm,916,WGS84,5488,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:82060,University of Zambia,Mukampola R,1,1991,7,12,Zambia,ZM,Southern,-17.797814,25.0161016,Livingstone,Senkobo,916,WGS84,703,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,karstenii,,Peltophorum karstenii,Species,Ruhland
UNZA:82333,University of Zambia,Merrett L; Merrett M,1,1992,4,4,Zambia ,ZM,Southern,-15.2443,25.2999387,Namwala Dist,"Itezhi tezhi, below dam wall.",1230,WGS84,2608,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:82522,University of Zambia,Merrett L; Merrett M,1,1992,4,2,Zambia,ZM,Southern,-15.2093543,25.1936129,Namwala,"Itezhi tezhi, below dam wall",1164,WGS84,8890,Mike Bingham,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:82523,University of Zambia,Merrett L; Merrett M,1,1992,4,2,Zambia,ZM,Southern,-15.2093543,25.1636811,Namwala,"Kafue River Lodge, KNP",1164,WGS84,8890,Mike Bingham,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:82821,University of Zambia,Mukampola R,1,1992,8,19,Zambia,ZM,Southern,-15.7608007,27.7571283,Mazabuka,Lochinvar National Park,1150,WGS84,1067,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,,,Colophospermum ,Genus,
UNZA:82836,University of Zambia,Merrett M,1,1992,3,2,Zambia,ZM,Southern,-15.2093543,25.1636811,Namwala,"Kafue River Lodge, KNP",1164,WGS84,1483,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Schoenocephalium,martianum,,Schoenocephalium martianum,Species,Seub.
UNZA:83571,University of Zambia,Mukampola R,1,1991,3,15,Zambia,ZM,Southern,"16° 54' 43"" S","25° 17' 58"" E",Livingstone,Livingstone GR,916,WGS84,703,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,meridensis,,Peltophorum meridensis,Species,Klotzsch ex Körn.
UNZA:83610,University of Zambia,Colebrook-Robjent John,1,1990,1,31,Zambia,ZM,Southern,-17.8103945,25.7367422,Livingstone,Turaco Farm,916,WGS84,3629,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:83611,University of Zambia,Colebrook-Robjent John,1,1990,1,31,Zambia,ZM,Southern,-17.8192178,25.0253363,Livingstone,Turaco Farm,916,WGS84,3629,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:83631,University of Zambia,Mukampola R,1,1991,2,13,Zambia,ZM,Southern,-15.185997,25.6705137,Namwala,10 km east of Namwala town,1164,WGS84,9763,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:83632,University of Zambia,Mukampola R,1,1991,2,13,Zambia,ZM,Southern,-15.185997,25.1594233,Namwala,10 km east of Namwala town,1164,WGS84,9763,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:83633,University of Zambia,Mukampola R,1,1991,2,13,Zambia ,ZM,Southern,-15.2093543,25.2414457,Namwala,"Itezhi tezhi, below dam wall",1164,WGS84,9763,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:84074,University of Zambia,Merrett L; Merrett M,1,1992,10,3,Zambia,ZM,Southern,-15.2144686,25.2422108,Namwala,"Kafue River Lodge, KNP",1164,WGS84,2539,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:84471,University of Zambia,I. Bruce-Miller,1,1990,12,1,Zambia,ZM,Southern,-15.2980277,27.8134792,Mazabuka,Lochinvar National Park,1105,WGS84,1834,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:84485,University of Zambia,Colebrook-Robjent John,1,1991,5,18,Zambia,ZM,Southern,-17.3668954,25.1842826,Livingstone,Zambezi Boat Club,916,WGS84,6627,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:84486,University of Zambia,Colebrook-Robjent John,1,1991,5,18,Zambia,ZM,Southern,-17.373889,25.318494,Livingstone,Zambezi Boat Club,916,WGS84,6627,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:84758,University of Zambia,Colebrook-Robjent J,1,1991,5,20,Zambia,ZM,Southern,-17.5210947,26.6328679,District of Kalomo,Kalomo South,1422,WGS84,2205,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:84759,University of Zambia,Colebrook-Robjent J,1,1991,5,20,Zambia,ZM,Southern,-17.5782028,26.4187338,District of Kalomo,Kalomo South,1422,WGS84,2205,Colebrook-Robjent J,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:85059,University of Zambia,Colebrook-Robjent J,1,1991,5,11,Zambia,ZM,Southern,-15.1981666,25.46802374,Namwala,"Iteshi-teshi gate, KNP",1164,WGS84,3300,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,drewii,,Cassia drewii,Species,L.B. Sm.
UNZA:85804,University of Zambia,Lungu P,1,1990,12,4,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,2707,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:85805,University of Zambia,Lungu P,1,1990,12,4,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,2707,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:85806,University of Zambia,Lungu P,1,1990,12,4,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,2707,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:85809,University of Zambia,Colebrook-Robjent J,1,1991,5,11,Zambia,ZM,Southern,-15.2255308,26.9144835,Namwala,Shantanda Boma,1164,WGS84,3300,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,drewii,,Cassia drewii,Species,L.B. Sm.
UNZA:85810,University of Zambia,Colebrook-Robjent J,1,1991,5,11,Zambia,ZM,Southern,-15.2327285,26.8576676,Namwala,Shantanda Boma,1164,WGS84,3300,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,drewii,,Cassia drewii,Species,L.B. Sm.
UNZA:85817,University of Zambia,Colebrook-Robjent J,1,1991,5,11,Zambia,ZM,Southern,-15.185997,26.1594233,Namwala Dist,"Ngoma, Kafue National Park",1230,WGS84,3300,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:85818,University of Zambia,Colebrook-Robjent J,1,1991,5,11,Zambia,ZM,Southern,-15.189691,26.2414457,Namwala Dist,"Ngoma, Kafue National Park",1230,WGS84,3300,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:86157,University of Zambia,Merrett L; Merrett M,1,1993,4,30,Zambia,ZM,Southern,-17.4306479,25.1144083,Livingstone Distr.,St. Mary's Secondary School,988,WGS84,4607,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:86164,University of Zambia,Merrett L; Merrett M,1,1993,5,1,Zambia,ZM,Southern,-17.4434462,25.9344213,Livingstone Distr.,Simonga,988,WGS84,4607,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:86286,University of Zambia,I. Bruce-Miller,1,1991,5,9,Zambia,ZM,Southern,-15.5116752,27.7575186,Mazabuka,East of Lochinvar NP,1105,WGS84,12684,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:8635,University of Zambia,Mwanawasa L,1,1979,12,8,Zambia,ZM,Western Prov.,"16° 37' 1.7"" S","24° 39' 6.8"" E",Sesheke,Kalikalika,1164,WGS84,826,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:86398,University of Zambia,Mukampola R,1,1991,2,15,Zambia,ZM,Southern,-17.8714453,25.3115491,Livingstone,Maramba River Lodge,916,WGS84,10531,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:86560,University of Zambia,Colebrook-Robjent J,1,1990,2,1,Zambia,ZM,Southern,-15.5036894,27.2517585,Mazabuka,Kafue Flats west of Lochinvar,1169,WGS84,5497,Ian Bruce-Miller,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:86561,University of Zambia,Colebrook-Robjent J,1,1990,2,1,Zambia,ZM,Southern,-15.5094837,27.2983051,Mazabuka,Kafue Flats west of Lochinvar,1169,WGS84,5497,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:86578,University of Zambia,Saili S,1,1992,8,9,Zambia,ZM,Southern,-15.3187987,27.58103,Mazabuka,Lochinvar National Park,1105,WGS84,6377,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:86688,University of Zambia,Merrett L; Merrett M,1,1991,4,23,Zambia,ZM,Southern,-15.4143004,26.6506223,Namwala,"Kalala Island, Itezhi-tezhi Dam",1164,WGS84,4126,"Merritt L, Merritt M",,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:86689,University of Zambia,Merrett L; Merrett M,1,1991,4,23,Zambia,ZM,Southern,-15.4188428,26.1586578,Namwala,"Kalala Island, Itezhi-tezhi Dam",1164,WGS84,4126,"Merritt L, Merritt M",,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:8699,University of Zambia,Mwanawasa L,1,1979,12,10,Zambia,ZM,Western,"16° 4' 20.210"" S","24° 38' 20.440"" E",Sesheke,Kalikalika,1164,WGS84,826,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:87248,University of Zambia,Merrett L; Merrett M,1,1993,4,22,Zambia,ZM,Southern,-17.8950499,25.8449439,Livingstone,Tongabezi,916,WGS84,1092,Marulanda O,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Eragrostis,roldanii,,Eragrostis roldanii,Species,Betancur & Callejas
UNZA:87249,University of Zambia,Merrett L; Merrett M,1,1993,4,22,Zambia,ZM,Southern,-17.8971609,25.6989102,Livingstone,Tongabezi,916,WGS84,1092,Marulanda O,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Eragrostis,roldanii,,Eragrostis roldanii,Species,Betancur & Callejas
UNZA:87745,University of Zambia,O. Marulanda,1,1990,2,2,Zambia,ZM,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,13172,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:87746,University of Zambia,Marulanda O,1,1990,2,2,Zambia,ZW,Southern,-16.901,27.947,Gwembe District,"Escarpment road, Malindi",878,WGS84,13172,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:87783,University of Zambia,O. Marulanda,1,1990,1,27,Zambia,ZM,Southern,-15.6063515,25.6816389,District of Namwala,"Kafue Flats, north of Kabulamwanda",1198,WGS84,3348,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:87784,University of Zambia,O. Marulanda,1,1990,1,27,Zambia,ZM,Southern,-15.6063515,25.56756665,District of Namwala,"Kafue Flats, north of Kabulamwanda",1198,WGS84,3348,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:87785,University of Zambia,O. Marulanda,1,1990,1,27,Zambia,ZM,Southern,-15.6163915,25.5112324,District of Namwala,"Kafue Flats, north of Kabulamwanda",1198,WGS84,3348,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:87991,University of Zambia,Marulanda O,1,1989,8,13,Zambia,ZM,Southern,-17.4747725,25.064963,Livingstone,Outskirts of Livingstone,916,WGS84,5493,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:87995,University of Zambia,Marulanda O,1,1989,8,14,Zambia,ZM,Southern,-17.857357,25.8333603,Livingstone Distr.,Senkobo,988,WGS84,4378,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:87996,University of Zambia,Marulanda O,1,1989,8,14,Zambia,ZM,Southern,-17.8636186,25.9257567,Livingstone Distr.,Senkobo,988,WGS84,4378,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
